INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152051539,03207,Property Found,PROPERTY - FOUND,B2,282,,2015-06-22 08:48:00,2015,6,Monday,8,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I152052272,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2015-06-22 09:00:00,2015,6,Monday,9,Part One,DARTMOUTH ST,42.34928287,-71.07689903,"(42.34928287, -71.07689903)"
I152051824,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,7,,2015-06-22 09:00:00,2015,6,Monday,9,Part One,LEYDEN ST,42.38878407,-71.00514531,"(42.38878407, -71.00514531)"
I152051542,02629,Harassment,HARASSMENT,C6,222,,2015-06-22 09:01:00,2015,6,Monday,9,Part Two,BAY STATE PL,42.33788808,-71.03800907,"(42.33788808, -71.03800907)"
I152051547,03125,Warrant Arrests,WARRANT ARREST,A1,117,,2015-06-22 09:05:00,2015,6,Monday,9,Part Three,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I152051578,03410,Towed,TOWED MOTOR VEHICLE,E13,912,,2015-06-22 09:06:00,2015,6,Monday,9,Part Three,CENTRE ST,42.32287413,-71.10155354,"(42.32287413, -71.10155354)"
I152051551,03410,Towed,TOWED MOTOR VEHICLE,C6,222,,2015-06-22 09:10:00,2015,6,Monday,9,Part Three,E BROADWAY,42.33565035,-71.03438806,"(42.33565035, -71.03438806)"
I152051566,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A7,19,,2015-06-22 09:21:00,2015,6,Monday,9,Part Two,PRESCOTT ST,42.37904767,-71.0298208,"(42.37904767, -71.02982080)"
I152051549,03410,Towed,TOWED MOTOR VEHICLE,D14,795,,2015-06-22 09:30:00,2015,6,Monday,9,Part Three,IMRIE RD,42.35174166,-71.13847468,"(42.35174166, -71.13847468)"
I152051705,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,539,,2015-06-22 09:30:00,2015,6,Monday,9,Part One,DEDHAM ST,42.2525972,-71.1345883,"(42.25259720, -71.13458830)"
I152051567,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,411,,2015-06-22 09:53:00,2015,6,Monday,9,Part Three,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
I152051587,03410,Towed,TOWED MOTOR VEHICLE,D4,156,,2015-06-22 09:58:00,2015,6,Monday,9,Part Three,WORCESTER ST,42.33898333,-71.07748706,"(42.33898333, -71.07748706)"
I152051557,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,E5,560,,2015-06-22 09:59:00,2015,6,Monday,9,Part Two,SYCAMORE ST,42.28358229,-71.12614908,"(42.28358229, -71.12614908)"
I152051556,03410,Towed,TOWED MOTOR VEHICLE,D4,137,,2015-06-22 09:59:00,2015,6,Monday,9,Part Three,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I152051609,03301,Verbal Disputes,VERBAL DISPUTE,D4,179,,2015-06-22 10:00:00,2015,6,Monday,10,Part Three,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
I152051563,03410,Towed,TOWED MOTOR VEHICLE,B2,318,,2015-06-22 10:15:00,2015,6,Monday,10,Part Three,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I152051579,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,403,,2015-06-22 10:20:00,2015,6,Monday,10,Part Two,OWENCROFT RD,42.28001265,-71.06919375,"(42.28001265, -71.06919375)"
I152051569,02670,Criminal Harassment,CRIMINAL HARASSMENT,D14,754,,2015-06-22 10:27:44,2015,6,Monday,10,Part Two,NONANTUM ST,42.35011229,-71.1733972,"(42.35011229, -71.17339720)"
I152054382,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E13,570,,2015-06-22 10:30:00,2015,6,Monday,10,Part Three,FOREST HILLS ST,42.30806355,-71.10254489,"(42.30806355, -71.10254489)"
I152052621,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,25,,2015-06-22 10:30:00,2015,6,Monday,10,Part One,CONDOR ST,42.38259341,-71.03474979,"(42.38259341, -71.03474979)"
I152055788,00361,Robbery,ROBBERY - OTHER,D4,597,,2015-06-22 10:30:00,2015,6,Monday,10,Part One,CAMDEN ST,42.339332,-71.08335,"(42.33933200, -71.08335000)"
I152052621,02647,Other,THREATS TO DO BODILY HARM,A7,25,,2015-06-22 10:30:00,2015,6,Monday,10,Part Two,CONDOR ST,42.38259341,-71.03474979,"(42.38259341, -71.03474979)"
I152051607,03115,Investigate Person,INVESTIGATE PERSON,C6,213,,2015-06-22 10:42:00,2015,6,Monday,10,Part Three,W THIRD ST,42.33817983,-71.04773769,"(42.33817983, -71.04773769)"
I152051585,03301,Verbal Disputes,VERBAL DISPUTE,C11,344,,2015-06-22 10:49:00,2015,6,Monday,10,Part Three,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)"
I152051781,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,796,,2015-06-22 11:00:00,2015,6,Monday,11,Part Two,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)"
I152052217,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,630,,2015-06-22 11:00:00,2015,6,Monday,11,Part Two,BEACON ST,42.346693,-71.105123,"(42.34669300, -71.10512300)"
I152051581,01402,Vandalism,VANDALISM,B2,314,,2015-06-22 11:18:00,2015,6,Monday,11,Part Two,CRAWFORD ST,42.31499803,-71.09194485,"(42.31499803, -71.09194485)"
I152051582,00619,Larceny,LARCENY ALL OTHERS,C6,915,,2015-06-22 11:20:00,2015,6,Monday,11,Part One,DORCHESTER ST,42.33260117,-71.0513531,"(42.33260117, -71.05135310)"
I152051595,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,796,,2015-06-22 11:25:00,2015,6,Monday,11,Part Two,COMMONWEALTH AVE,42.35107111,-71.12570166,"(42.35107111, -71.12570166)"
I152051590,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,287,,2015-06-22 11:37:00,2015,6,Monday,11,Part Three,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I152051608,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,496,,2015-06-22 11:45:00,2015,6,Monday,11,Part Two,PROVIDENCE ST,42.26955726,-71.12179039,"(42.26955726, -71.12179039)"
I152051592,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,2015-06-22 11:47:47,2015,6,Monday,11,Part Three,,,,
I152051596,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,539,,2015-06-22 11:58:00,2015,6,Monday,11,Part Three,SUNNYSIDE ST,42.25137716,-71.13295048,"(42.25137716, -71.13295048)"
I152051613,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,264,,2015-06-22 12:00:00,2015,6,Monday,12,Part Three,GAYLAND ST,42.32047651,-71.07667397,"(42.32047651, -71.07667397)"
I152052660,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D14,794,,2015-06-22 12:00:00,2015,6,Monday,12,Part Two,GLENVILLE AVE,42.35091402,-71.13197892,"(42.35091402, -71.13197892)"
I152053767,03115,Investigate Person,INVESTIGATE PERSON,D4,137,,2015-06-22 12:00:00,2015,6,Monday,12,Part Three,GLOUCESTER ST,42.34935318,-71.08423015,"(42.34935318, -71.08423015)"
I152054932,00619,Larceny,LARCENY ALL OTHERS,E13,610,,2015-06-22 12:00:00,2015,6,Monday,12,Part One,PERKINS ST,42.3210628,-71.11569217,"(42.32106280, -71.11569217)"
I152052204,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,92,,2015-06-22 12:00:00,2015,6,Monday,12,Part Three,COURT ST,42.35884809,-71.05792834,"(42.35884809, -71.05792834)"
I162049506,02629,Harassment,HARASSMENT,D4,905,,2015-06-22 12:00:00,2015,6,Monday,12,Part Two,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)"
I152051605,00613,Larceny,LARCENY SHOPLIFTING,C6,177,,2015-06-22 12:13:00,2015,6,Monday,12,Part One,MASSACHUSETTS AVE,42.32930936,-71.06898572,"(42.32930936, -71.06898572)"
I152051598,03205,License Plate Related Incidents,M/V PLATES - LOST,A7,26,,2015-06-22 12:15:00,2015,6,Monday,12,Part Three,MERIDIAN ST,42.37172932,-71.03899985,"(42.37172932, -71.03899985)"
I152051916,00613,Larceny,LARCENY SHOPLIFTING,C11,370,,2015-06-22 12:20:00,2015,6,Monday,12,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I152051601,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,340,,2015-06-22 12:27:00,2015,6,Monday,12,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I152051606,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,430,,2015-06-22 12:31:00,2015,6,Monday,12,Part Two,MORTON ST,42.28405588,-71.09045322,"(42.28405588, -71.09045322)"
I152051606,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B3,430,,2015-06-22 12:31:00,2015,6,Monday,12,Part Two,MORTON ST,42.28405588,-71.09045322,"(42.28405588, -71.09045322)"
I152052613,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,280,,2015-06-22 12:45:00,2015,6,Monday,12,Part Two,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
I152051612,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,652,,2015-06-22 12:55:00,2015,6,Monday,12,Part Two,SOUTH ST,42.300996,-71.114609,"(42.30099600, -71.11460900)"
I152051612,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,652,,2015-06-22 12:55:00,2015,6,Monday,12,Part Two,SOUTH ST,42.300996,-71.114609,"(42.30099600, -71.11460900)"
I152051612,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,652,,2015-06-22 12:55:00,2015,6,Monday,12,Part Two,SOUTH ST,42.300996,-71.114609,"(42.30099600, -71.11460900)"
I152051604,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,163,,2015-06-22 12:56:00,2015,6,Monday,12,Part Three,SHAWMUT AVE,42.34257357,-71.06987698,"(42.34257357, -71.06987698)"
I152052941,01402,Vandalism,VANDALISM,D14,785,,2015-06-22 13:00:00,2015,6,Monday,13,Part Two,WASHINGTON ST,42.34425779,-71.14383621,"(42.34425779, -71.14383621)"
I152051662,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,462,,2015-06-22 13:00:00,2015,6,Monday,13,Part Two,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I152051622,03116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,, ,,2015-06-22 13:06:00,2015,6,Monday,13,Part Three,,,,
I152051614,03115,Investigate Person,INVESTIGATE PERSON,D14,763,,2015-06-22 13:11:00,2015,6,Monday,13,Part Three,WASHINGTON ST,42.34910076,-71.1561239,"(42.34910076, -71.15612390)"
I152051620,03301,Verbal Disputes,VERBAL DISPUTE,B2,327,,2015-06-22 13:13:00,2015,6,Monday,13,Part Three,CUNNINGHAM ST,42.31434407,-71.07487058,"(42.31434407, -71.07487058)"
I152051923,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,601,,2015-06-22 13:15:00,2015,6,Monday,13,Part Three,TREMONT ST,42.33209622,-71.09860557,"(42.33209622, -71.09860557)"
I152051624,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,561,,2015-06-22 13:30:00,2015,6,Monday,13,Part Two,RIDGE ST,42.28558754,-71.12081703,"(42.28558754, -71.12081703)"
I152051624,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,561,,2015-06-22 13:30:00,2015,6,Monday,13,Part Three,RIDGE ST,42.28558754,-71.12081703,"(42.28558754, -71.12081703)"
I152051848,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,29,,2015-06-22 13:30:00,2015,6,Monday,13,Part One,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I152051619,02647,Other,THREATS TO DO BODILY HARM,A7,25,,2015-06-22 13:31:00,2015,6,Monday,13,Part Two,CONDOR ST,42.38259341,-71.03474979,"(42.38259341, -71.03474979)"
I152051611,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,125,,2015-06-22 13:36:29,2015,6,Monday,13,Part Three,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I152053218,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,B2,281,,2015-06-22 13:38:00,2015,6,Monday,13,Part Three,GREENVILLE ST,42.32821952,-71.08082768,"(42.32821952, -71.08082768)"
I152051643,03114,Investigate Property,INVESTIGATE PROPERTY,B2,328,,2015-06-22 13:43:00,2015,6,Monday,13,Part Three,FERNBORO ST,42.31066411,-71.07775375,"(42.31066411, -71.07775375)"
I152051738,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,598,,2015-06-22 13:45:00,2015,6,Monday,13,Part Two,DALTON ST,42.3470248,-71.08516365,"(42.34702480, -71.08516365)"
I152051621,03170,Other,INTIMIDATING WITNESS,C11,359,,2015-06-22 13:45:00,2015,6,Monday,13,Part Three,WASHINGTON ST,42.29360585,-71.0718865,"(42.29360585, -71.07188650)"
I152051947,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,572,,2015-06-22 13:49:00,2015,6,Monday,13,Part One,WALNUT AVE,42.31230443,-71.09660909,"(42.31230443, -71.09660909)"
I152051630,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,403,,2015-06-22 13:54:00,2015,6,Monday,13,Part Three,OWENCROFT RD,42.28001265,-71.06919375,"(42.28001265, -71.06919375)"
I152051631,03125,Warrant Arrests,WARRANT ARREST,B3,444,,2015-06-22 13:55:00,2015,6,Monday,13,Part Three,BERNARD ST,42.29630352,-71.08096454,"(42.29630352, -71.08096454)"
I152051631,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,444,,2015-06-22 13:55:00,2015,6,Monday,13,Part Two,BERNARD ST,42.29630352,-71.08096454,"(42.29630352, -71.08096454)"
I152051632,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,442,,2015-06-22 13:58:00,2015,6,Monday,13,Part Two,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I152051632,01815,Drug Violation,DRUGS - POSSESSION,B3,442,,2015-06-22 13:58:00,2015,6,Monday,13,Part Two,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I152057907,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2015-06-22 14:00:00,2015,6,Monday,14,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I152051656,03410,Towed,TOWED MOTOR VEHICLE,B2,318,,2015-06-22 14:07:00,2015,6,Monday,14,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I152051628,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,50,,2015-06-22 14:14:00,2015,6,Monday,14,Part One,PARKER ST,42.3833514,-71.07894124,"(42.38335140, -71.07894124)"
I152051636,01815,Drug Violation,DRUGS - POSSESSION,C11,363,,2015-06-22 14:36:00,2015,6,Monday,14,Part Two,DIX ST,42.29503651,-71.06167942,"(42.29503651, -71.06167942)"
I152051636,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,363,,2015-06-22 14:36:00,2015,6,Monday,14,Part Two,DIX ST,42.29503651,-71.06167942,"(42.29503651, -71.06167942)"
I152051638,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11,376,,2015-06-22 14:39:00,2015,6,Monday,14,Part Two,NEPONSET AVE,42.28458088,-71.03973966,"(42.28458088, -71.03973966)"
I152051638,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,376,,2015-06-22 14:39:00,2015,6,Monday,14,Part Two,NEPONSET AVE,42.28458088,-71.03973966,"(42.28458088, -71.03973966)"
I152051652,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,447,,2015-06-22 14:40:00,2015,6,Monday,14,Part Three,NORWELL ST,42.29512751,-71.07820832,"(42.29512751, -71.07820832)"
I152051940,01402,Vandalism,VANDALISM,E13,639,,2015-06-22 14:45:00,2015,6,Monday,14,Part Two,CENTRE ST,42.3162358,-71.11387466,"(42.31623580, -71.11387466)"
I152051637,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,133,,2015-06-22 14:53:00,2015,6,Monday,14,Part Three,COMMONWEALTH AVE,42.35317358,-71.07266833,"(42.35317358, -71.07266833)"
I152054018,02647,Other,THREATS TO DO BODILY HARM,B3,943,,2015-06-22 15:00:00,2015,6,Monday,15,Part Two,WOODBOLE AVE,42.27626552,-71.08265043,"(42.27626552, -71.08265043)"
I152051709,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,7,,2015-06-22 15:00:00,2015,6,Monday,15,Part One,LEYDEN ST,42.38878407,-71.00514531,"(42.38878407, -71.00514531)"
I152053672,00613,Larceny,LARCENY SHOPLIFTING,C6,186,,2015-06-22 15:00:00,2015,6,Monday,15,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I152051657,03115,Investigate Person,INVESTIGATE PERSON,E18,480,,2015-06-22 15:14:00,2015,6,Monday,15,Part Three,BISMARCK ST,42.26983458,-71.10003437,"(42.26983458, -71.10003437)"
I152051787,00619,Larceny,LARCENY ALL OTHERS,B2,606,,2015-06-22 15:22:00,2015,6,Monday,15,Part One,FISHER AVE,42.32933595,-71.10866248,"(42.32933595, -71.10866248)"
I152051649,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,92,,2015-06-22 15:24:00,2015,6,Monday,15,Part Two,WASHINGTON MALL,42.35916991,-71.05772912,"(42.35916991, -71.05772912)"
I152051649,03115,Investigate Person,INVESTIGATE PERSON,A1,92,,2015-06-22 15:24:00,2015,6,Monday,15,Part Three,WASHINGTON MALL,42.35916991,-71.05772912,"(42.35916991, -71.05772912)"
I152051651,03207,Property Found,PROPERTY - FOUND,E18,554,,2015-06-22 15:27:00,2015,6,Monday,15,Part Three,SHERRIN ST,42.27018078,-71.12474421,"(42.27018078, -71.12474421)"
I152051664,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E5,694,,2015-06-22 15:39:00,2015,6,Monday,15,Part Three,WESTOVER ST,42.29299514,-71.15769172,"(42.29299514, -71.15769172)"
I152087465,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A15,900,,2015-06-22 15:42:00,2015,6,Monday,15,Part Two,STARR KING CT,42.37857311,-71.05511607,"(42.37857311, -71.05511607)"
I152051665,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,111,,2015-06-22 15:45:00,2015,6,Monday,15,Part Three,MASON ST,42.35353966,-71.0636932,"(42.35353966, -71.06369320)"
I152051659,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2015-06-22 15:47:00,2015,6,Monday,15,Part Two,MAPLE ST,42.30799051,-71.08639196,"(42.30799051, -71.08639196)"
I152052061,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,91,,2015-06-22 15:50:00,2015,6,Monday,15,Part Three,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I152051714,01874,Drug Violation,DRUGS - OTHER,C11,355,,2015-06-22 16:00:00,2015,6,Monday,16,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I152051861,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,276,,2015-06-22 16:00:00,2015,6,Monday,16,Part Two,SHAWMUT AVE,42.33357794,-71.08271636,"(42.33357794, -71.08271636)"
I152051660,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,116,,2015-06-22 16:02:00,2015,6,Monday,16,Part Three,BEACH ST,42.351084,-71.059395,"(42.35108400, -71.05939500)"
I152051654,03130,Search Warrants,SEARCH WARRANT,B2,262,,2015-06-22 16:06:00,2015,6,Monday,16,Part Three,BROOK AVE,42.32115322,-71.07406477,"(42.32115322, -71.07406477)"
I152051676,03207,Property Found,PROPERTY - FOUND,A1,115,,2015-06-22 16:07:00,2015,6,Monday,16,Part Three,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)"
I152051696,03410,Towed,TOWED MOTOR VEHICLE,B2,313,,2015-06-22 16:08:00,2015,6,Monday,16,Part Three,WYOMING ST,42.31508518,-71.08508813,"(42.31508518, -71.08508813)"
I152051955,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,168,,2015-06-22 16:15:00,2015,6,Monday,16,Part Three,W CONCORD ST,42.33791505,-71.07494606,"(42.33791505, -71.07494606)"
I152051678,02647,Other,THREATS TO DO BODILY HARM,B2,304,,2015-06-22 16:21:00,2015,6,Monday,16,Part Two,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
I152051669,03125,Warrant Arrests,WARRANT ARREST,D4,134,,2015-06-22 16:22:00,2015,6,Monday,16,Part Three,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I152051669,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,2015-06-22 16:22:00,2015,6,Monday,16,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I152051780,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,262,,2015-06-22 16:25:00,2015,6,Monday,16,Part Two,BLUE HILL AVE,42.32203248,-71.07719524,"(42.32203248, -71.07719524)"
I152051690,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,691,,2015-06-22 16:37:00,2015,6,Monday,16,Part Three,BELGRADE AVE,42.28726716,-71.1500502,"(42.28726716, -71.15005020)"
I152051692,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A1,73,,2015-06-22 16:37:00,2015,6,Monday,16,Part Three,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)"
I152051661,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,389,,2015-06-22 16:38:44,2015,6,Monday,16,Part Two,GRANVILLE ST,42.28135834,-71.05677647,"(42.28135834, -71.05677647)"
I152051732,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,268,,2015-06-22 16:40:00,2015,6,Monday,16,Part Two,ADAMS ST,42.3289779,-71.07592971,"(42.32897790, -71.07592971)"
I152051688,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,280,,2015-06-22 16:45:00,2015,6,Monday,16,Part One,MARVIN ST,42.33014587,-71.08490784,"(42.33014587, -71.08490784)"
I152051687,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,362,,2015-06-22 16:45:00,2015,6,Monday,16,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I152051680,03114,Investigate Property,INVESTIGATE PROPERTY,B2,311,,2015-06-22 16:45:00,2015,6,Monday,16,Part Three,EDGEWOOD ST,42.31845834,-71.08032338,"(42.31845834, -71.08032338)"
I152051677,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2, ,,2015-06-22 16:47:00,2015,6,Monday,16,Part Two,,,,
I152051666,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,172,,2015-06-22 16:51:00,2015,6,Monday,16,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152051666,03125,Warrant Arrests,WARRANT ARREST,C6,172,,2015-06-22 16:51:00,2015,6,Monday,16,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152051666,01815,Drug Violation,DRUGS - POSSESSION,C6,172,,2015-06-22 16:51:00,2015,6,Monday,16,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152051711,00801,Simple Assault,ASSAULT - SIMPLE,C11,362,,2015-06-22 16:53:00,2015,6,Monday,16,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I152051691,03115,Investigate Person,INVESTIGATE PERSON,C11,377,,2015-06-22 16:56:00,2015,6,Monday,16,Part Three,S MUNROE TER,42.29214062,-71.0520224,"(42.29214062, -71.05202240)"
I152051674,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,16,,2015-06-22 16:59:00,2015,6,Monday,16,Part Three,CONDOR ST,42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
I152051785,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,111,,2015-06-22 17:00:00,2015,6,Monday,17,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I152051671,02647,Other,THREATS TO DO BODILY HARM,A1,77,,2015-06-22 17:06:00,2015,6,Monday,17,Part Two,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)"
I152051693,02647,Other,THREATS TO DO BODILY HARM,B3,458,,2015-06-22 17:10:00,2015,6,Monday,17,Part Two,BLUE HILL AVE,42.30316091,-71.08515552,"(42.30316091, -71.08515552)"
I152051708,03207,Property Found,PROPERTY - FOUND,C11,402,,2015-06-22 17:12:00,2015,6,Monday,17,Part Three,ASHMONT ST,42.28519774,-71.0677511,"(42.28519774, -71.06775110)"
I152051679,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,97,,2015-06-22 17:14:00,2015,6,Monday,17,Part One,WASHINGTON ST,42.35747912,-71.05827852,"(42.35747912, -71.05827852)"
I152051689,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,388,,2015-06-22 17:14:00,2015,6,Monday,17,Part One,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I152051689,00301,Robbery,ROBBERY - STREET,C11,388,,2015-06-22 17:14:00,2015,6,Monday,17,Part One,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I152051722,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B2,289,,2015-06-22 17:15:00,2015,6,Monday,17,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I152051685,03807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,367,,2015-06-22 17:19:00,2015,6,Monday,17,Part Three,ADAMS ST,42.29519923,-71.05622834,"(42.29519923, -71.05622834)"
I152051681,03201,Property Lost,PROPERTY - LOST,B2,282,,2015-06-22 17:24:00,2015,6,Monday,17,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
